Mindat_id,Deposit_type,age_category,litho_class,Latitude_stage0,Longitude_stage0,age_midpoint_ma,Deposit_name,Country,Latitude_main,Longitude_main,lithology_A_class,lithology_A_status,lithology_B_class,lithology_B_status,Latitude,Longitude,coordinate_valid,Country_clean,continent_country,Macrostrat_lithology_status,GLiM_lithology_status,age_status,coordinate_status,Macrostrat_nonresolved,GLiM_nonresolved,age_unknown,coordinate_missing
208477,Porphyry,Precambrian,felsic,-5.71666666667,150.016666667,1886.0,Simuku,Papua New Guinea,-5.71666666667,150.016666667,felsic,resolved,felsic,resolved,-5.71666666667,150.016666667,True,Papua New Guinea,Oceania,resolved,resolved,resolved,valid,False,False,False,False
208478,Porphyry,Mesozoic,other,-5.98333333333,150.466666667,141.8,Mt.  Nakru,Papua New Guinea,-5.98333333333,150.466666667,other,other,volcanic,resolved,-5.98333333333,150.466666667,True,Papua New Guinea,Oceania,other,resolved,resolved,valid,True,False,False,False
208484,Porphyry,Cenozoic,other,16.8583333333,120.783333333,1.35,Far  Southeast-Bato  Tabio,Philippines,16.8583333333,120.783333333,other,other,felsic,resolved,16.8583333333,120.783333333,True,Philippines,Asia,other,resolved,resolved,valid,True,False,False,False
208930,Porphyry,Cenozoic,other,16.3833333333,120.983333333,20.6,San  Fabian,Philippines,16.3833333333,120.983333333,other,other,other,other,16.3833333333,120.983333333,True,Philippines,Asia,other,other,resolved,valid,True,True,False,False
208931,Porphyry,Cenozoic,other,7.16666666667,125.991666667,10.65,Kingking,Philippines,7.16666666667,125.991666667,other,other,siliciclastic,resolved,7.16666666667,125.991666667,True,Philippines,Asia,other,resolved,resolved,valid,True,False,False,False
208932,Porphyry,Cenozoic,volcanic,6.475,125.05,3.95,Tampakan,Philippines,6.475,125.05,volcanic,resolved,other,other,6.475,125.05,True,Philippines,Asia,resolved,other,resolved,valid,False,True,False,False
208933,Porphyry,Unknown,other,7.93333333333,123.3,,Labangan,Philippines,7.93333333333,123.3,other,other,other,other,7.93333333333,123.3,True,Philippines,Asia,other,other,unknown,valid,True,True,True,False
208934,Porphyry,Mesozoic,other,8.12222222222,126.381666667,94.5,Lingig,Philippines,8.12222222222,126.381666667,other,other,siliciclastic,resolved,8.12222222222,126.381666667,True,Philippines,Asia,other,resolved,resolved,valid,True,False,False,False
208935,Porphyry,Cenozoic,other,16.45,120.866666667,4.55,Tawi-Tawi,Philippines,16.45,120.866666667,other,other,other,other,16.45,120.866666667,True,Philippines,Asia,other,other,resolved,valid,True,True,False,False
208936,Porphyry,Unknown,other,17.1666666667,120.733333333,,Hale-Mayabo,Philippines,17.1666666667,120.733333333,other,other,other,other,17.1666666667,120.733333333,True,Philippines,Asia,other,other,unknown,valid,True,True,True,False
208937,Porphyry,Cenozoic,other,16.490278,120.65556,9.5,Santo  Niño,Philippines,16.490278,120.65556,other,other,felsic,resolved,16.490278,120.65556,True,Philippines,Asia,other,resolved,resolved,valid,True,False,False,False
209445,VMS,Precambrian,mafic,48.9786111111,-87.375,2723.0,Winston Lake,Canada,48.9786111111,-87.375,mafic,resolved,mafic,resolved,48.9786111111,-87.375,True,Canada,North America,resolved,resolved,resolved,valid,False,False,False,False
209628,Porphyry,Mesozoic,other,-3.65,-78.416667,156.2,San  Carlos,Ecuador,-3.65,-78.416667,other,other,felsic,resolved,-3.65,-78.416667,True,Ecuador,South America,other,resolved,resolved,valid,True,False,False,False
209671,Porphyry,Mesozoic,unknown,0.0,0.0,198.5,Copper  Mountain,Canada,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,Canada,North America,unknown,unknown,resolved,missing_or_invalid,True,True,False,True
209836,Porphyry,Mesozoic,other,-4.1155371964011,-78.583557670277,173.55,El  Hito,Ecuador,-4.1155371964011,-78.583557670277,other,other,felsic,resolved,-4.1155371964011,-78.583557670277,True,Ecuador,South America,other,resolved,resolved,valid,True,False,False,False
209837,Porphyry,Cenozoic,other,-1.66666666667,-79.15,27.0,Balsapamba-Las Guardias,Ecuador,-1.66666666667,-79.15,other,other,felsic,resolved,-1.66666666667,-79.15,True,Ecuador,South America,other,resolved,resolved,valid,True,False,False,False
209839,Porphyry,Cenozoic,other,29.1227777778,62.0788888889,11.55,Reko  Diq,Pakistan,29.1227777778,62.0788888889,other,other,other,other,29.1227777778,62.0788888889,True,Pakistan,Asia,other,other,resolved,valid,True,True,False,False
209868,IOCG,Precambrian,felsic,-21.5489204585,140.497315894,1532.5,Swan,Australia,-21.5489204585,140.497315894,felsic,resolved,metamorphic,resolved,-21.5489204585,140.497315894,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
209909,VMS,Precambrian,volcanic,45.8025,-71.2866666667,544.0,Solbec,Canada,45.8025,-71.2866666667,volcanic,resolved,volcanic,resolved,45.8025,-71.2866666667,True,Canada,North America,resolved,resolved,resolved,valid,False,False,False,False
210060,Porphyry,Paleozoic,felsic,29.516666666667,88.566666666667,351.5,Xietongmen,China,29.516666666667,88.566666666667,felsic,resolved,felsic,resolved,29.516666666667,88.566666666667,True,China,Asia,resolved,resolved,resolved,valid,False,False,False,False
210140,Sediment-Hosted,Unknown,metamorphic,-17.1927777778,-46.8780555556,,Paracatu,Brazil,-17.1927777778,-46.8780555556,metamorphic,resolved,metamorphic,resolved,-17.1927777778,-46.8780555556,True,Brazil,South America,resolved,resolved,unknown,valid,False,False,True,False
210265,VMS,Precambrian,volcanic,39.3391666667,97.9422222222,750.0,Huashugou,China,39.3391666667,97.9422222222,volcanic,resolved,other,other,39.3391666667,97.9422222222,True,China,Asia,resolved,other,resolved,valid,False,True,False,False
210267,VMS,Unknown,carbonate,66.334072,14.083099,,Bossmo,Norway,66.334072,14.083099,carbonate,resolved,metamorphic,resolved,66.334072,14.083099,True,Norway,Europe,resolved,resolved,unknown,valid,False,False,True,False
210332,Magmatic sulfide,Precambrian,felsic,46.4927777778,-81.0688888889,1785.0,Copper Cliff North,Canada,46.4927777778,-81.0688888889,felsic,resolved,volcanic,resolved,46.4927777778,-81.0688888889,True,Canada,North America,resolved,resolved,resolved,valid,False,False,False,False
210493,IOCG,Precambrian,felsic,-20.7752777778,140.043888889,1532.5,Mount Colin,Australia,-20.7752777778,140.043888889,felsic,resolved,other,other,-20.7752777778,140.043888889,True,Australia,Oceania,resolved,other,resolved,valid,False,True,False,False
211939,Sediment-Hosted,Precambrian,other,26.257930555556,102.46292222222,1500.0,YinMin,China,26.257930555556,102.46292222222,other,other,carbonate,resolved,26.257930555556,102.46292222222,True,China,Asia,other,resolved,resolved,valid,True,False,False,False
211957,Sediment-Hosted,Unknown,unknown,0.0,0.0,,Aksu,China,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,China,Asia,unknown,unknown,unknown,missing_or_invalid,True,True,True,True
212179,VMS,Cenozoic,volcanic,41.2644444444,140.994444444,15.0,Abeshiro,Japan,41.2644444444,140.994444444,volcanic,resolved,volcanic,resolved,41.2644444444,140.994444444,True,Japan,Asia,resolved,resolved,resolved,valid,False,False,False,False
212605,Sediment-Hosted,Paleozoic,carbonate,52.8838888889,-8.86055555556,340.0,Ballyvergin,Ireland,52.8838888889,-8.86055555556,carbonate,resolved,carbonate,resolved,52.8838888889,-8.86055555556,True,Ireland,Europe,resolved,resolved,resolved,valid,False,False,False,False
212969,Sediment-Hosted,Precambrian,metamorphic,-16.9444444444,30.2958333333,1250.0,Silverside,Zimbabwe,-16.9444444444,30.2958333333,metamorphic,resolved,metamorphic,resolved,-16.9444444444,30.2958333333,True,Zimbabwe,Africa,resolved,resolved,resolved,valid,False,False,False,False
212971,Sediment-Hosted,Precambrian,volcanic,-17.2655555556,30.0444444444,1250.0,Shackleton,Zimbabwe,-17.2655555556,30.0444444444,volcanic,resolved,metamorphic,resolved,-17.2655555556,30.0444444444,True,Zimbabwe,Africa,resolved,resolved,resolved,valid,False,False,False,False
214669,VMS,Paleozoic,volcanic,67.140521,16.138064,464.5,Ny Sulitjelma,Norway,67.140521,16.138064,volcanic,resolved,metamorphic,resolved,67.140521,16.138064,True,Norway,Europe,resolved,resolved,resolved,valid,False,False,False,False
214670,VMS,Paleozoic,carbonate,67.149939,16.004646,464.5,Bursi,Norway,67.149939,16.004646,carbonate,resolved,metamorphic,resolved,67.149939,16.004646,True,Norway,Europe,resolved,resolved,resolved,valid,False,False,False,False
214671,VMS,Unknown,volcanic,67.137544,16.114855,,Hankabakken,Norway,67.137544,16.114855,volcanic,resolved,metamorphic,resolved,67.137544,16.114855,True,Norway,Europe,resolved,resolved,unknown,valid,False,False,True,False
214679,VMS,Paleozoic,carbonate,67.119864,16.012537,470.0,Sagmo,Norway,67.119864,16.012537,carbonate,resolved,metamorphic,resolved,67.119864,16.012537,True,Norway,Europe,resolved,resolved,resolved,valid,False,False,False,False
216983,IOCG,Unknown,other,30.35,117.377222222,,Houshan,China,30.35,117.377222222,other,other,other,other,30.35,117.377222222,True,China,Asia,other,other,unknown,valid,True,True,True,False
217008,VMS,Paleozoic,siliciclastic,-20.343977777778,145.76904444444,500.0,Waterloo,Australia,-20.343977777778,145.76904444444,siliciclastic,resolved,other,other,-20.343977777778,145.76904444444,True,Australia,Oceania,resolved,other,resolved,valid,False,True,False,False
217330,VMS,Cenozoic,volcanic,43.0083333333,140.658333333,14.15,Kunitomi,Japan,43.0083333333,140.658333333,volcanic,resolved,other,other,43.0083333333,140.658333333,True,Japan,Asia,resolved,other,resolved,valid,False,True,False,False
217344,VMS,Unknown,volcanic,41.1933333333,140.894444444,,Nishimata,Japan,41.1933333333,140.894444444,volcanic,resolved,volcanic,resolved,41.1933333333,140.894444444,True,Japan,Asia,resolved,resolved,unknown,valid,False,False,True,False
217350,VMS,Cenozoic,volcanic,37.3416666667,139.333333333,15.0,Kurosawa,Japan,37.3416666667,139.333333333,volcanic,resolved,other,other,37.3416666667,139.333333333,True,Japan,Asia,resolved,other,resolved,valid,False,True,False,False
218987,Sediment-Hosted,Unknown,unknown,0.0,0.0,,Huayllani,Bolivia,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,Bolivia,South America,unknown,unknown,unknown,missing_or_invalid,True,True,True,True
220728,VMS,Paleozoic,unknown,49.5080555556,-55.7197222222,464.5,Pilleys Island,Canada,49.5080555556,-55.7197222222,unknown,unknown,volcanic,resolved,49.5080555556,-55.7197222222,True,Canada,North America,unknown,resolved,resolved,valid,True,False,False,False
222130,VMS,Mesozoic,mafic,18.881666666667,-70.245,122.5,Cerro de Maimon,Dominican Republic,18.881666666667,-70.245,mafic,resolved,metamorphic,resolved,18.881666666667,-70.245,True,Dominican Republic,North America,resolved,resolved,resolved,valid,False,False,False,False
222961,Porphyry,Unknown,carbonate,-29.8394444444,152.371388889,,Mount  Poole,Australia,-29.8394444444,152.371388889,carbonate,resolved,other,other,-29.8394444444,152.371388889,True,Australia,Oceania,resolved,other,unknown,valid,False,True,True,False
224829,VMS,Paleozoic,other,33.7963888889,133.252777778,360.0,Motoyasu,Japan,33.7963888889,133.252777778,other,other,metamorphic,resolved,33.7963888889,133.252777778,True,Japan,Asia,other,resolved,resolved,valid,True,False,False,False
225030,Magmatic sulfide,Precambrian,volcanic,-25.742962,30.61667,2050.0,Nkomati,South Africa,-25.742962,30.61667,volcanic,resolved,carbonate,resolved,-25.742962,30.61667,True,South Africa,Africa,resolved,resolved,resolved,valid,False,False,False,False
226441,Sediment-Hosted,Precambrian,carbonate,34.2666666667,69.4,570.0,Darband,Afghanistan,34.2666666667,69.4,carbonate,resolved,metamorphic,resolved,34.2666666667,69.4,True,Afghanistan,Asia,resolved,resolved,resolved,valid,False,False,False,False
226455,Sediment-Hosted,Precambrian,carbonate,34.3980555556,69.3055555556,570.0,Ghuldarra No. 1,Afghanistan,34.3980555556,69.3055555556,carbonate,resolved,metamorphic,resolved,34.3980555556,69.3055555556,True,Afghanistan,Asia,resolved,resolved,resolved,valid,False,False,False,False
226456,Sediment-Hosted,Precambrian,carbonate,34.4069444444,69.2597222222,570.0,Ghuldarra No. 2,Afghanistan,34.4069444444,69.2597222222,carbonate,resolved,other,other,34.4069444444,69.2597222222,True,Afghanistan,Asia,resolved,other,resolved,valid,False,True,False,False
226488,Sediment-Hosted,Precambrian,carbonate,34.4313888889,69.3786111111,570.0,Taghar,Afghanistan,34.4313888889,69.3786111111,carbonate,resolved,other,other,34.4313888889,69.3786111111,True,Afghanistan,Asia,resolved,other,resolved,valid,False,True,False,False
226501,Sediment-Hosted,Precambrian,carbonate,34.3158333333,69.3027777778,570.0,Jawkhar,Afghanistan,34.3158333333,69.3027777778,carbonate,resolved,other,other,34.3158333333,69.3027777778,True,Afghanistan,Asia,resolved,other,resolved,valid,False,True,False,False
226944,Porphyry,Cenozoic,other,-4.7,141.783333333,13.0,Frieda  River,Papua New Guinea,-4.7,141.783333333,other,other,other,other,-4.7,141.783333333,True,Papua New Guinea,Oceania,other,other,resolved,valid,True,True,False,False
227886,Porphyry,Paleozoic,mafic,-33.4292120574,148.800007394,416.0,Cargo,Australia,-33.4292120574,148.800007394,mafic,resolved,felsic,resolved,-33.4292120574,148.800007394,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
227904,Porphyry,Paleozoic,felsic,-34.275393028984,148.84150783535,430.0,Frogmore,Australia,-34.275393028984,148.84150783535,felsic,resolved,volcanic,resolved,-34.275393028984,148.84150783535,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
227973,Porphyry,Mesozoic,felsic,38.7816666667,-117.949722222,82.55,Sullivan,USA,38.7816666667,-117.949722222,felsic,resolved,other,other,38.7816666667,-117.949722222,True,USA,North America,resolved,other,resolved,valid,False,True,False,False
227974,Porphyry,Cenozoic,felsic,44.0288888889,-109.683055556,40.0,Silver  Creek,USA,44.0288888889,-109.683055556,felsic,resolved,other,other,44.0288888889,-109.683055556,True,USA,North America,resolved,other,resolved,valid,False,True,False,False
227976,Porphyry,Mesozoic,volcanic,38.4919444444,-118.075,105.5,SFS,USA,38.4919444444,-118.075,volcanic,resolved,siliciclastic,resolved,38.4919444444,-118.075,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
227979,Porphyry,Mesozoic,mafic,38.3333333333,-117.5,207.0,Royston,USA,38.3333333333,-117.5,mafic,resolved,other,other,38.3333333333,-117.5,True,USA,North America,resolved,other,resolved,valid,False,True,False,False
228007,Porphyry,Mesozoic,felsic,40.4166666667,-117.216666667,89.0,Fish  Creek,USA,40.4166666667,-117.216666667,felsic,resolved,volcanic,resolved,40.4166666667,-117.216666667,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
228008,Porphyry,Cenozoic,felsic,40.2666666667,-117.75,29.0,Kennedy,USA,40.2666666667,-117.75,felsic,resolved,volcanic,resolved,40.2666666667,-117.75,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
228015,Porphyry,Unknown,other,39.8,-115.15,,Butte  Valley,USA,39.8,-115.15,other,other,other,other,39.8,-115.15,True,USA,North America,other,other,unknown,valid,True,True,True,False
228019,Porphyry,Cenozoic,other,9.25833333333,125.523333333,3.95,Luna-Asiga,Philippines,9.25833333333,125.523333333,other,other,other,other,9.25833333333,125.523333333,True,Philippines,Asia,other,other,resolved,valid,True,True,False,False
228020,Porphyry,Unknown,other,7.54333333333,126.1,,Tagpura-Maangob,Philippines,7.54333333333,126.1,other,other,other,other,7.54333333333,126.1,True,Philippines,Asia,other,other,unknown,valid,True,True,True,False
228021,Porphyry,Cenozoic,volcanic,18.25,-66.8166666667,42.0,Tanama,Puerto Rico,18.25,-66.8166666667,volcanic,resolved,volcanic,resolved,18.25,-66.8166666667,True,Puerto Rico,North America,resolved,resolved,resolved,valid,False,False,False,False
228022,Porphyry,Cenozoic,volcanic,18.25,-66.4166666667,41.0,Rio  Vivi,Puerto Rico,18.25,-66.4166666667,volcanic,resolved,other,other,18.25,-66.4166666667,True,Puerto Rico,North America,resolved,other,resolved,valid,False,True,False,False
228029,Porphyry,Cenozoic,mafic,8.63333333333,-77.5666666667,49.0,Rio  Pito,Panama,8.63333333333,-77.5666666667,mafic,resolved,volcanic,resolved,8.63333333333,-77.5666666667,True,Panama,North America,resolved,resolved,resolved,valid,False,False,False,False
228031,Porphyry,Cenozoic,felsic,8.83333333333,-80.6666666667,32.5,Petaquilla,Panama,8.83333333333,-80.6666666667,felsic,resolved,felsic,resolved,8.83333333333,-80.6666666667,True,Panama,North America,resolved,resolved,resolved,valid,False,False,False,False
228045,Porphyry,Mesozoic,volcanic,57.1166666667,-131.345,212.0,Copper  Canyon,Canada,57.1166666667,-131.345,volcanic,resolved,volcanic,resolved,57.1166666667,-131.345,True,Canada,North America,resolved,resolved,resolved,valid,False,False,False,False
228046,Porphyry,Mesozoic,felsic,50.675,-127.858333333,170.0,Hushamu,Canada,50.675,-127.858333333,felsic,resolved,volcanic,resolved,50.675,-127.858333333,True,Canada,North America,resolved,resolved,resolved,valid,False,False,False,False
228053,Porphyry,Paleozoic,metamorphic,-33.9666666667,147.416666667,452.5,Mandamah,Australia,-33.9666666667,147.416666667,metamorphic,resolved,other,other,-33.9666666667,147.416666667,True,Australia,Oceania,resolved,other,resolved,valid,False,True,False,False
228066,Porphyry,Unknown,felsic,50.5666666667,-121.0,,Trojan,Canada,50.5666666667,-121.0,felsic,resolved,felsic,resolved,50.5666666667,-121.0,True,Canada,North America,resolved,resolved,unknown,valid,False,False,True,False
228067,Porphyry,Unknown,mafic,49.767777777778,-120.47472222222,,Primer,Canada,49.767777777778,-120.47472222222,mafic,resolved,volcanic,resolved,49.767777777778,-120.47472222222,True,Canada,North America,resolved,resolved,unknown,valid,False,False,True,False
228088,Porphyry,Cenozoic,felsic,28.3861111111,-109.656944444,55.7,Cuatro  Hermanos,Mexico,28.3861111111,-109.656944444,felsic,resolved,volcanic,resolved,28.3861111111,-109.656944444,True,Mexico,North America,resolved,resolved,resolved,valid,False,False,False,False
228106,Porphyry,Paleozoic,mafic,-32.7666666667,148.666666667,390.5,Lady Lizzie,Australia,-32.7666666667,148.666666667,mafic,resolved,other,other,-32.7666666667,148.666666667,True,Australia,Oceania,resolved,other,resolved,valid,False,True,False,False
228123,Porphyry,Mesozoic,volcanic,55.260555555556,-124.54305555556,188.5,Chuchi,Canada,55.260555555556,-124.54305555556,volcanic,resolved,other,other,55.260555555556,-124.54305555556,True,Canada,North America,resolved,other,resolved,valid,False,True,False,False
228124,Porphyry,Mesozoic,siliciclastic,49.163611111111,-121.02472222222,98.5,Giant  Copper,Canada,49.163611111111,-121.02472222222,siliciclastic,resolved,siliciclastic,resolved,49.163611111111,-121.02472222222,True,Canada,North America,resolved,resolved,resolved,valid,False,False,False,False
228126,Porphyry,Mesozoic,unknown,0.0,0.0,121.0,Kwanika,Canada,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,Canada,North America,unknown,unknown,resolved,missing_or_invalid,True,True,False,True
228128,Porphyry,Mesozoic,volcanic,3.35,-75.0333333333,166.0,Dolores,Colombia,3.35,-75.0333333333,volcanic,resolved,volcanic,resolved,3.35,-75.0333333333,True,Colombia,South America,resolved,resolved,resolved,valid,False,False,False,False
228131,Porphyry,Mesozoic,felsic,6.7,-76.5,171.0,Pantanos-Pegadorcito,Colombia,6.7,-76.5,felsic,resolved,other,other,6.7,-76.5,True,Colombia,South America,resolved,other,resolved,valid,False,True,False,False
228164,Sediment-Hosted,Mesozoic,other,32.200677777778,-6.2988888888889,120.0,Tansrift,Morocco,32.200677777778,-6.2988888888889,other,other,carbonate,resolved,32.200677777778,-6.2988888888889,True,Morocco,Africa,other,resolved,resolved,valid,True,False,False,False
228182,Sediment-Hosted,Precambrian,volcanic,15.1666666667,-9.98333333333,560.0,Niami,Mali,15.1666666667,-9.98333333333,volcanic,resolved,volcanic,resolved,15.1666666667,-9.98333333333,True,Mali,Africa,resolved,resolved,resolved,valid,False,False,False,False
228184,Sediment-Hosted,Precambrian,other,12.2666666667,-11.35,900.0,Falea,Mali,12.2666666667,-11.35,other,other,volcanic,resolved,12.2666666667,-11.35,True,Mali,Africa,other,resolved,resolved,valid,True,False,False,False
228186,Sediment-Hosted,Precambrian,other,-10.602738864377,26.134671612671,900.0,Tenke,DR Congo,-10.602738864377,26.134671612671,other,other,metamorphic,resolved,-10.602738864377,26.134671612671,True,DR Congo,Africa,other,resolved,resolved,valid,True,False,False,False
228187,Sediment-Hosted,Precambrian,other,-10.609825464404,26.300497171316,900.0,Fungurume,DR Congo,-10.609825464404,26.300497171316,other,other,metamorphic,resolved,-10.609825464404,26.300497171316,True,DR Congo,Africa,other,resolved,resolved,valid,True,False,False,False
228191,Sediment-Hosted,Mesozoic,metamorphic,-11.0833333333,14.0944444444,115.0,Cachoeiras de Binga,Angola,-11.0833333333,14.0944444444,metamorphic,resolved,carbonate,resolved,-11.0833333333,14.0944444444,True,Angola,Africa,resolved,resolved,resolved,valid,False,False,False,False
228192,Sediment-Hosted,Mesozoic,other,-12.5111111111,13.5166666667,115.0,English Mine,Angola,-12.5111111111,13.5166666667,other,other,carbonate,resolved,-12.5111111111,13.5166666667,True,Angola,Africa,other,resolved,resolved,valid,True,False,False,False
228195,Sediment-Hosted,Precambrian,other,-12.0163888889,27.9005555556,900.0,Kipapila,DR Congo,-12.0163888889,27.9005555556,other,other,metamorphic,resolved,-12.0163888889,27.9005555556,True,DR Congo,Africa,other,resolved,resolved,valid,True,False,False,False
228202,Sediment-Hosted,Precambrian,other,-12.2752777778,27.9672222222,900.0,Kinsenda,DR Congo,-12.2752777778,27.9672222222,other,other,metamorphic,resolved,-12.2752777778,27.9672222222,True,DR Congo,Africa,other,resolved,resolved,valid,True,False,False,False
228206,Sediment-Hosted,Precambrian,unknown,0.0,0.0,900.0,Chimiwungo-Lumwana,Zambia,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,Zambia,Africa,unknown,unknown,resolved,missing_or_invalid,True,True,False,True
228255,Sediment-Hosted,Precambrian,metamorphic,-12.92889211011,28.07190557013,900.0,Chifupu,Zambia,-12.92889211011,28.07190557013,metamorphic,resolved,metamorphic,resolved,-12.92889211011,28.07190557013,True,Zambia,Africa,resolved,resolved,resolved,valid,False,False,False,False
228257,Sediment-Hosted,Precambrian,volcanic,-12.8544444444,28.2125,900.0,Nkana South Limb,Zambia,-12.8544444444,28.2125,volcanic,resolved,metamorphic,resolved,-12.8544444444,28.2125,True,Zambia,Africa,resolved,resolved,resolved,valid,False,False,False,False
228258,Sediment-Hosted,Precambrian,other,-20.5,26.5583333333,1926.0,Bushman Group,Botswana,-20.5,26.5583333333,other,other,metamorphic,resolved,-20.5,26.5583333333,True,Botswana,Africa,other,resolved,resolved,valid,True,False,False,False
228259,Sediment-Hosted,Precambrian,other,-20.75,23.1,900.0,Ngwako Pan,Botswana,-20.75,23.1,other,other,other,other,-20.75,23.1,True,Botswana,Africa,other,other,resolved,valid,True,True,False,False
228261,Sediment-Hosted,Precambrian,metamorphic,-21.0833333333,26.75,900.0,Matsitama,Botswana,-21.0833333333,26.75,metamorphic,resolved,metamorphic,resolved,-21.0833333333,26.75,True,Botswana,Africa,resolved,resolved,resolved,valid,False,False,False,False
228263,Sediment-Hosted,Precambrian,volcanic,-21.7280555556,21.6119444444,900.0,Ghanzi,Botswana,-21.7280555556,21.6119444444,volcanic,resolved,metamorphic,resolved,-21.7280555556,21.6119444444,True,Botswana,Africa,resolved,resolved,resolved,valid,False,False,False,False
228264,Sediment-Hosted,Precambrian,volcanic,-22.3833333333,18.5333333333,900.0,Witvlei,Namibia,-22.3833333333,18.5333333333,volcanic,resolved,metamorphic,resolved,-22.3833333333,18.5333333333,True,Namibia,Africa,resolved,resolved,resolved,valid,False,False,False,False
228282,Sediment-Hosted,Precambrian,carbonate,66.5166666667,87.55,600.0,Graviisk,Russia,66.5166666667,87.55,carbonate,resolved,carbonate,resolved,66.5166666667,87.55,True,Russia,Europe,resolved,resolved,resolved,valid,False,False,False,False
228308,Sediment-Hosted,Paleozoic,carbonate,61.25,137.5,345.0,Kurpandzha,Russia,61.25,137.5,carbonate,resolved,carbonate,resolved,61.25,137.5,True,Russia,Europe,resolved,resolved,resolved,valid,False,False,False,False
228326,Sediment-Hosted,Mesozoic,siliciclastic,56.5,50.75,250.0,Perm Vyatka,Russia,56.5,50.75,siliciclastic,resolved,other,other,56.5,50.75,True,Russia,Europe,resolved,other,resolved,valid,False,True,False,False
228328,Sediment-Hosted,Precambrian,metamorphic,56.4166666667,118.666666667,2000.0,Pravo-Ingamakitsk,Russia,56.4166666667,118.666666667,metamorphic,resolved,other,other,56.4166666667,118.666666667,True,Russia,Europe,resolved,other,resolved,valid,False,True,False,False
228329,Sediment-Hosted,Paleozoic,other,55.5,103.75,480.0,Bryansk Rapids,Russia,55.5,103.75,other,other,carbonate,resolved,55.5,103.75,True,Russia,Europe,other,resolved,resolved,valid,True,False,False,False
228356,Sediment-Hosted,Cenozoic,unknown,0.0,0.0,60.0,Kuqa,China,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,China,Asia,unknown,unknown,resolved,missing_or_invalid,True,True,False,True
228361,Sediment-Hosted,Precambrian,mafic,24.183333333333,102.16666666667,1500.0,ShiZhiShan,China,24.183333333333,102.16666666667,mafic,resolved,other,other,24.183333333333,102.16666666667,True,China,Asia,resolved,other,resolved,valid,False,True,False,False
228363,Sediment-Hosted,Mesozoic,mafic,25.998888888889,103.12055555556,70.0,TuanShan,China,25.998888888889,103.12055555556,mafic,resolved,other,other,25.998888888889,103.12055555556,True,China,Asia,resolved,other,resolved,valid,False,True,False,False
228364,Sediment-Hosted,Mesozoic,other,23.75,103.58333333333,70.0,HaoJiaHe,China,23.75,103.58333333333,other,other,volcanic,resolved,23.75,103.58333333333,True,China,Asia,other,resolved,resolved,valid,True,False,False,False
228365,Sediment-Hosted,Mesozoic,other,26.05,101.333333333,70.0,Dacun,China,26.05,101.333333333,other,other,siliciclastic,resolved,26.05,101.333333333,True,China,Asia,other,resolved,resolved,valid,True,False,False,False
229581,Sediment-Hosted,Mesozoic,other,-38.85,-69.0,90.0,Barda González,Argentina,-38.85,-69.0,other,other,siliciclastic,resolved,-38.85,-69.0,True,Argentina,South America,other,resolved,resolved,valid,True,False,False,False
229882,IOCG,Unknown,felsic,32.516666666667,80.85,,Ga'erqiong,China,32.516666666667,80.85,felsic,resolved,other,other,32.516666666667,80.85,True,China,Asia,resolved,other,unknown,valid,False,True,True,False
230046,Porphyry,Paleozoic,other,43.866666666667,108.33333333333,370.4,Tsagaan-Suvarga,Mongolia,43.866666666667,108.33333333333,other,other,other,other,43.866666666667,108.33333333333,True,Mongolia,Asia,other,other,resolved,valid,True,True,False,False
230048,VMS,Paleozoic,carbonate,37.500555555556,-6.0933333333333,326.35,Las Cruces,Spain,37.500555555556,-6.0933333333333,carbonate,resolved,carbonate,resolved,37.500555555556,-6.0933333333333,True,Spain,Europe,resolved,resolved,resolved,valid,False,False,False,False
230442,IOCG,Unknown,other,14.294551397102,122.64926851543,,Larap,Philippines,14.294551397102,122.64926851543,other,other,other,other,14.294551397102,122.64926851543,True,Philippines,Asia,other,other,unknown,valid,True,True,True,False
230718,IOCG,Unknown,other,46.466666666667,90.1,,Laoshankou,China,46.466666666667,90.1,other,other,carbonate,resolved,46.466666666667,90.1,True,China,Asia,other,resolved,unknown,valid,True,False,True,False
231161,VMS,Mesozoic,other,22.03,-80.15,145.0,Carlota,Cuba,22.03,-80.15,other,other,carbonate,resolved,22.03,-80.15,True,Cuba,North America,other,resolved,resolved,valid,True,False,False,False
231326,VMS,Paleozoic,metamorphic,64.85622,13.434215,464.5,Gjersvik,Norway,64.85622,13.434215,metamorphic,resolved,metamorphic,resolved,64.85622,13.434215,True,Norway,Europe,resolved,resolved,resolved,valid,False,False,False,False
