Deposit_type,age_category,Latitude,Longitude,age_midpoint_ma,Mindat_id,Macrostrat_raw_lithology,Macrostrat_model_lithology,GLiM_raw_lithology,GLiM_model_lithology
Sediment-Hosted,Mesozoic,23.5,103.91666666667,70.0,242440,other,other,carbonate,carbonate
VMS,Paleozoic,45.7038888889,-71.3727777778,470.0,242867,volcanic,volcanic,volcanic,volcanic
VMS,Precambrian,54.765555555556,-101.6175,1800.0,243349,volcanic,volcanic,volcanic,volcanic
VMS,Precambrian,48.9780555556,-87.3647222222,2723.0,243676,felsic,felsic,mafic,mafic
VMS,Precambrian,49.8669444444,-91.0369444444,2735.0,243680,mafic,mafic,volcanic,volcanic
VMS,Precambrian,49.8769444444,-90.8830555556,2735.0,243681,mafic,mafic,volcanic,volcanic
VMS,Precambrian,49.8869444444,-90.89,2735.0,243684,mafic,mafic,volcanic,volcanic
VMS,Precambrian,49.1566666667,-85.8252777778,3250.0,244258,volcanic,volcanic,volcanic,volcanic
VMS,Precambrian,48.379080555556,-78.909311111111,2698.0,244581,volcanic,volcanic,volcanic,volcanic
VMS,Precambrian,48.298380555556,-79.152322222222,2700.0,244583,volcanic,volcanic,felsic,felsic
VMS,Precambrian,48.2211272811,-79.2380332947,3250.0,244584,volcanic,volcanic,volcanic,volcanic
VMS,Paleozoic,50.5330555556,81.8755555556,380.0,244626,other,other,other,other
VMS,Precambrian,48.356066666667,-79.058297222222,2700.0,244917,volcanic,volcanic,volcanic,volcanic
VMS,Precambrian,48.440833333333,-79.350833333333,2703.0,244919,volcanic,volcanic,volcanic,volcanic
VMS,Paleozoic,42.8525,-8.48833333333,431.5,246047,siliciclastic,siliciclastic,metamorphic,metamorphic
Magmatic sulfide,Unknown,-18.4677777778,29.4522222222,,247872,volcanic,volcanic,metamorphic,metamorphic
Magmatic sulfide,Precambrian,-31.2,121.666666667,2705.0,248178,mafic,mafic,volcanic,volcanic
VMS,Cenozoic,11.8004,125.2658,7.0,248675,other,other,other,other
VMS,Cenozoic,8.0008,117.0493,50.0,248677,other,other,siliciclastic,siliciclastic
VMS,Precambrian,48.339563888889,-79.089980555556,2700.0,248824,volcanic,volcanic,volcanic,volcanic
VMS,Paleozoic,48.825,-56.8763888889,452.0,248876,mafic,mafic,volcanic,volcanic
VMS,Paleozoic,48.8330555556,-56.8836111111,452.0,248877,mafic,mafic,volcanic,volcanic
VMS,Paleozoic,49.6561111111,-56.0322222222,500.0,248892,mafic,mafic,metamorphic,metamorphic
Sediment-Hosted,Paleozoic,34.5166666667,-99.5497222222,270.0,250732,other,other,other,other
IOCG,Unknown,67.559079055992,23.969422121644,,250907,felsic,felsic,felsic,felsic
VMS,Paleozoic,51.19784851042,82.196097169946,377.5,251086,other,other,volcanic,volcanic
VMS,Precambrian,54.8434578678,-100.110855103,1520.5,252865,volcanic,volcanic,volcanic,volcanic
VMS,Precambrian,46.2069444444,-82.6491666667,3250.0,254752,siliciclastic,siliciclastic,siliciclastic,siliciclastic
VMS,Unknown,49.1647222222,-85.8463888889,,254956,felsic,felsic,volcanic,volcanic
VMS,Precambrian,49.1758333333,-85.8838888889,2720.0,254957,volcanic,volcanic,metamorphic,metamorphic
VMS,Precambrian,48.2641666667,-79.0219444444,2700.0,256822,volcanic,volcanic,volcanic,volcanic
VMS,Precambrian,48.2547222222,-78.4347222222,3250.0,256957,mafic,mafic,volcanic,volcanic
VMS,Precambrian,48.0997222222,-77.5163888889,3250.0,257036,mafic,mafic,volcanic,volcanic
VMS,Precambrian,48.0877777778,-77.6102777778,3250.0,257043,mafic,mafic,volcanic,volcanic
VMS,Precambrian,48.0758333333,-77.5772222222,3250.0,257044,mafic,mafic,volcanic,volcanic
VMS,Precambrian,48.1011111111,-77.6611111111,2704.0,257046,mafic,mafic,metamorphic,metamorphic
Sediment-Hosted,Unknown,52.203,-8.747,,258149,carbonate,carbonate,other,other
VMS,Cenozoic,40.2818,140.565,14.15,258979,volcanic,volcanic,other,other
VMS,Mesozoic,56.211111,-130.345,187.5,259043,volcanic,volcanic,volcanic,volcanic
Magmatic sulfide,Unknown,-25.4630555556,27.1283333333,,259234,mafic,mafic,mafic,mafic
IOCG,Unknown,-19.4855876738,133.902166053,,259639,volcanic,volcanic,siliciclastic,siliciclastic
Magmatic sulfide,Mesozoic,36.4930555556,93.3611111111,173.0,260009,other,other,felsic,felsic
VMS,Paleozoic,54.302602637933,85.778760139051,531.0,262768,other,other,siliciclastic,siliciclastic
IOCG,Unknown,-19.4298868594,134.066779815,,263387,metamorphic,metamorphic,other,other
IOCG,Precambrian,62.76,22.8433333333,1802.0,263633,siliciclastic,siliciclastic,metamorphic,metamorphic
IOCG,Precambrian,-20.4414901528,140.786361694,1532.5,265550,carbonate,carbonate,other,other
Porphyry,Unknown,33.2916666667,-111.058333333,,265644,volcanic,volcanic,volcanic,volcanic
Magmatic sulfide,Unknown,56.316666666667,157.2,,266410,other,other,other,other
Sediment-Hosted,Cenozoic,-29.8754904,137.8166906,14.05,270268,carbonate,carbonate,other,other
VMS,Unknown,42.879131583385,-8.3512287975163,,270647,mafic,mafic,metamorphic,metamorphic
VMS,Paleozoic,49.409222,76.11543,406.0,272287,felsic,felsic,other,other
VMS,Unknown,-20.8807773753,117.809023778,,272685,mafic,mafic,siliciclastic,siliciclastic
IOCG,Precambrian,-21.0483333333,139.966944444,1532.5,273386,metamorphic,metamorphic,other,other
Porphyry,Unknown,32.869822832797,-109.54275431436,,274837,other,other,other,other
Porphyry,Mesozoic,-23.1352276233,150.746036275,210.0,285574,carbonate,carbonate,siliciclastic,siliciclastic
VMS,Unknown,51.583055555556,81.593055555556,,289643,other,other,other,other
Sediment-Hosted,Unknown,50.3546614597,4.06150817871,,290467,other,other,siliciclastic,siliciclastic
Sediment-Hosted,Unknown,-22.7225,-68.2344444444,,292624,felsic,felsic,volcanic,volcanic
IOCG,Unknown,-19.6725644632,134.26372524,,292660,metamorphic,metamorphic,other,other
VMS,Mesozoic,22.2138888889,-80.0805555556,122.5,295016,mafic,mafic,volcanic,volcanic
VMS,Unknown,50.4799095249,59.1083021376,,296327,felsic,felsic,felsic,felsic
IOCG,Unknown,-9.66881,-36.73712,,297726,volcanic,volcanic,metamorphic,metamorphic
Magmatic sulfide,Precambrian,-17.332132591184,31.281606261019,2700.0,298078,mafic,mafic,metamorphic,metamorphic
VMS,Unknown,-20.336366185142,145.77473397006,,301111,siliciclastic,siliciclastic,other,other
Porphyry,Unknown,51.451151835756,-123.61036212384,,301415,mafic,mafic,volcanic,volcanic
VMS,Unknown,47.28362,-65.87829,,302291,mafic,mafic,volcanic,volcanic
IOCG,Unknown,38.94021,-119.05178,,302499,volcanic,volcanic,other,other
VMS,Unknown,51.5,-119.83333333333,,302593,metamorphic,metamorphic,metamorphic,metamorphic
Magmatic sulfide,Unknown,-17.966666666667,29.8,,302747,volcanic,volcanic,metamorphic,metamorphic
VMS,Unknown,59.8,59.666666666667,,308054,mafic,mafic,carbonate,carbonate
VMS,Unknown,49.240279126543,86.622313510478,,308438,other,other,other,other
VMS,Unknown,-31.395552935688,146.72125220105,,308609,volcanic,volcanic,other,other
VMS,Unknown,63.452777777778,-110.91805555556,,310457,felsic,felsic,felsic,felsic
VMS,Unknown,-4.9166666666667,-80.166666666667,,332884,other,other,felsic,felsic
VMS,Unknown,38.49834,67.65078,,333667,other,other,other,other
IOCG,Unknown,-21.756948825209,140.44782145846,,339708,metamorphic,metamorphic,metamorphic,metamorphic
IOCG,Unknown,26.191666666667,101.95,,344977,other,other,metamorphic,metamorphic
Magmatic sulfide,Unknown,42.145666701876,92.525142503803,,405074,other,other,other,other
VMS,Unknown,45.733333333333,-60.416666666667,,412590,volcanic,volcanic,volcanic,volcanic
IOCG,Unknown,-6.4783529249112,-51.209864923378,,413049,volcanic,volcanic,metamorphic,metamorphic
Sediment-Hosted,Unknown,-10.875871038485,26.596670663273,,413086,other,other,metamorphic,metamorphic
Porphyry,Unknown,-32.917608,148.04941695033,,413873,felsic,felsic,other,other
IOCG,Unknown,45.536628,130.566666,,417880,other,other,siliciclastic,siliciclastic
Sediment-Hosted,Unknown,26.126666666667,103.00527777778,,418454,mafic,mafic,other,other
VMS,Unknown,34.140994,107.718021,,423314,other,other,carbonate,carbonate
VMS,Unknown,47.718888888889,-66.283333333333,,424161,volcanic,volcanic,siliciclastic,siliciclastic
IOCG,Unknown,19.688056,-97.125556,,424703,volcanic,volcanic,volcanic,volcanic
IOCG,Unknown,-27.016666666667,-70.1,,425517,other,other,other,other
Porphyry,Unknown,41.897222222222,25.329166666667,,426034,felsic,felsic,volcanic,volcanic
IOCG,Unknown,-6.0,-49.85,,426693,felsic,felsic,felsic,felsic
IOCG,Unknown,-34.5376924,137.8708404,,427366,metamorphic,metamorphic,other,other
Magmatic sulfide,Unknown,55.766666666667,-66.933333333333,,432887,volcanic,volcanic,volcanic,volcanic
Magmatic sulfide,Unknown,42.75511661,95.83086032,,433058,other,other,other,other
VMS,Unknown,65.917222222222,-108.36305555556,,433522,felsic,felsic,volcanic,volcanic
IOCG,Unknown,27.808333333333,33.070277777778,,437536,mafic,mafic,metamorphic,metamorphic
Sediment-Hosted,Unknown,73.680725698693,-94.302520751953,,440458,carbonate,carbonate,other,other
IOCG,Unknown,41.77594036,91.59081227,,441900,metamorphic,metamorphic,felsic,felsic
IOCG,Unknown,64.166666666667,-117.13333333333,,442201,felsic,felsic,volcanic,volcanic
VMS,Unknown,-13.072789867328,-48.265686035156,,442215,mafic,mafic,metamorphic,metamorphic
IOCG,Unknown,67.193888888889,20.88,,442509,felsic,felsic,volcanic,volcanic
IOCG,Unknown,67.69276897203,19.502544398374,,442519,felsic,felsic,volcanic,volcanic
Sediment-Hosted,Unknown,36.825,47.866666666667,,443145,other,other,metamorphic,metamorphic
VMS,Unknown,41.2518,41.8195,,444000,volcanic,volcanic,volcanic,volcanic
Magmatic sulfide,Unknown,42.014097081244,110.12197494507,,444013,other,other,other,other
Porphyry,Unknown,29.397727866142,88.390417098999,,444419,felsic,felsic,volcanic,volcanic
IOCG,Unknown,38.5356,-7.056,,446146,carbonate,carbonate,carbonate,carbonate
VMS,Unknown,42.878652888977,-8.3208722667072,,446710,siliciclastic,siliciclastic,metamorphic,metamorphic
IOCG,Unknown,65.5039993,130.2771693,,454720,siliciclastic,siliciclastic,siliciclastic,siliciclastic
VMS,Unknown,37.58493268501,-7.1064014732838,,455407,carbonate,carbonate,other,other
IOCG,Unknown,-6.4833333333333,-49.7,,455829,felsic,felsic,volcanic,volcanic
