Mindat_id,latitude,longitude,litho_raw,litho_class,api_status
17046.0,19.2366666667,109.043333333,intrusive igneous rocks,other,ok
43252.0,-31.4277777778,140.468611111,"laterite,clay,gravel,sand,silt; regolith",other,ok
46972.0,41.859761,78.195299,sedimentary rocks,other,ok
123470.0,26.1,101.9,sedimentary rocks,other,ok
144270.0,46.8480555556,89.7130555556,sedimentary rocks,other,ok
158934.0,-26.558435795857,-70.325290753794,intrusive igneous rocks,other,ok
191196.0,-27.526505311158,-70.294626892646,sedimentary rocks,other,ok
216983.0,30.35,117.377222222,sedimentary rocks,other,ok
230442.0,14.294551397102,122.64926851543,sedimentary rocks,other,ok
230718.0,46.466666666667,90.1,sedimentary rocks,other,ok
238301.0,-12.698055555556,-76.6225,sedimentary rocks,other,ok
344977.0,26.191666666667,101.95,sedimentary rocks,other,ok
417880.0,45.536628,130.566666,intrusive igneous rocks,other,ok
425517.0,-27.016666666667,-70.1,intrusive igneous rocks,other,ok
